is_holiday,air_pollution_index,temperature,rain_p_h,visibility_in_miles,time_of_day,traffic_condition
0,252.2,32.5,7.0,3.0,2,1
1,328.3,22.2,46.7,5.4,1,1
0,224.9,34.5,16.4,3.1,1,1
1,88.4,31.5,39.8,3.7,1,1
1,269.6,25.6,42.6,8.9,2,1
1,249.4,21.4,35.7,3.0,1,1
0,101.0,21.4,36.6,3.8,1,1
0,267.2,25.7,11.1,5.8,1,1
1,138.5,19.1,11.3,5.9,1,1
1,333.5,39.6,41.7,3.0,1,1
0,127.0,36.8,8.8,9.6,2,1
0,244.2,26.6,6.1,3.0,1,1
0,222.8,15.8,41.1,4.5,1,1
1,258.6,16.0,48.5,6.0,2,1
0,296.4,37.1,10.0,6.4,1,1
1,203.3,36.8,4.9,8.7,1,1
1,132.2,39.6,49.3,9.0,1,1
0,241.4,18.2,49.7,8.1,2,1
0,300.4,25.4,11.3,8.6,1,1
1,138.7,34.6,45.6,8.9,2,1
1,159.7,39.8,13.0,3.1,1,1
1,216.1,26.8,18.0,3.0,1,1
1,60.2,29.1,0.3,3.0,2,1
1,235.4,23.4,44.9,7.9,2,1
0,332.4,32.3,27.8,4.4,2,1
0,109.9,19.6,10.0,3.0,1,1
0,224.2,23.5,3.5,9.5,2,1
0,308.5,33.6,43.7,3.0,1,1
0,216.7,28.2,22.1,3.4,1,1
1,307.7,34.2,45.6,5.3,2,1
0,105.2,39.1,25.7,3.0,2,1
1,230.0,32.8,5.1,3.0,2,1
1,104.6,29.0,39.6,6.4,1,1
0,88.2,26.5,13.0,5.5,2,1
1,121.3,24.6,24.6,6.1,1,1
1,198.2,28.2,4.2,7.3,2,1
1,112.0,26.8,18.6,8.5,1,1
1,125.2,30.3,26.8,5.0,2,1
0,67.1,26.8,22.2,10.0,2,1
1,73.1,17.9,7.1,6.7,1,1
1,178.0,32.5,2.4,3.0,1,1
0,244.2,27.4,27.0,7.2,1,1
0,352.2,18.5,28.6,3.3,2,1
0,90.4,30.9,26.3,3.0,1,1
0,122.6,31.7,34.3,5.5,2,1
0,200.3,21.4,36.2,9.0,1,1
0,116.9,20.7,47.1,10.0,1,1
0,60.2,27.1,37.3,9.0,2,1
1,298.7,19.3,14.6,3.0,2,1
1,185.4,17.1,1.9,5.3,2,1
0,132.2,33.0,13.7,4.0,2,1
0,162.0,18.7,20.3,8.4,1,1
1,307.8,26.6,38.3,9.2,1,1
0,273.1,31.0,1.2,4.9,2,1
1,173.2,23.1,12.4,7.8,1,1
1,251.9,32.2,38.8,6.3,1,1
0,145.7,23.8,5.3,7.0,1,1
0,350.6,34.3,18.7,4.6,2,1
1,167.9,21.3,18.2,3.0,2,1
0,332.9,26.8,17.0,8.2,2,1
1,104.2,15.4,15.9,9.2,1,1
1,111.6,38.7,24.9,4.9,1,1
1,348.8,37.8,29.9,8.2,2,1
0,166.3,39.0,8.5,3.3,2,1
0,320.3,32.4,16.2,8.1,1,1
1,87.0,26.0,4.6,5.0,2,1
0,244.7,23.9,32.1,6.5,2,1
1,305.5,23.4,23.4,6.2,1,1
0,111.2,36.5,38.5,7.9,1,1
0,283.2,26.4,46.9,7.4,2,1
1,251.2,25.0,50.0,8.8,1,1
0,96.5,25.4,22.3,4.6,1,1
0,319.7,18.4,1.6,9.6,2,1
0,180.5,31.5,47.1,4.5,1,1
0,78.8,30.7,22.7,5.0,1,1
1,213.4,29.1,44.4,3.3,2,1
0,203.4,25.1,7.7,3.0,1,1
0,147.8,32.2,29.4,8.2,2,1
1,101.3,26.5,32.3,8.2,2,1
0,69.8,20.5,17.8,4.5,1,1
0,75.8,25.6,22.6,6.5,1,1
0,304.0,36.7,38.6,5.8,1,1
0,296.3,36.1,39.4,9.4,1,1
1,240.0,27.5,15.2,5.2,1,1
0,86.4,33.9,19.2,3.6,1,1
0,317.3,34.7,13.9,3.0,1,1
1,220.9,19.6,47.8,7.4,1,1
0,249.7,35.0,5.3,3.5,1,1
1,216.6,33.7,19.1,3.3,1,1
0,235.0,27.5,25.3,4.8,1,1
1,277.2,26.1,2.9,9.4,1,1
1,189.4,24.3,38.7,7.2,1,1
1,281.5,32.8,36.9,4.7,1,1
1,64.4,35.3,30.4,6.1,2,1
0,114.8,28.8,43.3,3.0,1,1
1,141.0,17.7,26.0,3.6,2,1
1,118.4,27.0,15.8,4.8,1,1
0,195.1,23.3,6.8,3.0,1,1
1,229.2,33.5,37.1,9.2,2,1
1,61.9,30.3,32.7,3.0,1,1
0,157.1,37.8,16.2,3.1,1,1
1,141.2,19.6,43.3,4.8,2,1
0,350.8,23.9,7.1,8.4,1,1
0,277.7,25.1,15.2,4.4,2,1
0,355.2,15.1,22.3,8.2,1,1
1,259.1,34.1,21.8,8.3,2,1
0,200.9,29.2,33.9,6.8,2,1
0,185.9,32.5,17.2,3.7,1,1
1,265.7,26.8,41.8,3.0,2,1
1,61.3,20.5,40.5,3.0,2,1
0,251.8,17.6,14.1,9.0,1,1
0,341.8,34.0,20.2,4.1,1,1
1,103.0,21.0,19.9,8.4,2,1
0,110.9,35.0,6.2,7.1,2,1
0,242.6,23.8,20.5,4.2,1,1
0,106.7,17.0,1.3,3.0,2,1
0,125.0,15.8,36.9,3.0,1,1
1,68.6,18.2,43.5,7.0,1,1
0,221.3,36.4,43.7,3.0,2,1
0,101.3,29.1,35.9,3.0,2,1
0,357.6,38.4,46.5,6.3,1,1
1,61.8,32.1,27.5,3.0,1,1
1,349.0,21.4,0.3,9.7,1,1
1,75.4,18.7,0.7,9.6,1,1
1,113.5,29.7,16.0,5.5,2,1
1,188.9,31.5,26.4,3.3,2,1
0,163.6,21.3,3.5,8.4,1,1
1,243.2,32.2,49.9,3.8,1,1
0,351.8,21.7,1.1,7.0,2,1
0,309.6,33.8,29.5,5.1,2,1
0,213.8,31.8,19.8,3.0,1,1
1,233.3,39.5,18.4,9.2,2,1
0,313.7,29.8,25.9,3.0,2,1
1,89.3,25.1,43.2,4.9,2,1
1,351.8,20.7,25.2,5.7,1,1
0,263.2,38.8,6.8,7.6,2,1
0,74.5,18.8,11.0,9.3,1,1
0,189.6,24.4,21.7,7.5,2,1
1,206.0,28.8,16.5,9.3,2,1
1,315.6,28.2,20.3,3.0,1,1
1,101.4,15.0,33.0,5.3,1,1
1,195.4,28.1,36.8,5.8,2,1
0,175.2,23.5,39.4,8.7,2,1
1,166.9,35.3,35.5,3.0,2,1
0,333.1,29.5,36.9,9.4,2,1
1,148.4,38.5,36.3,6.7,2,1
1,63.8,19.5,44.4,3.0,2,1
0,227.5,29.5,44.4,9.8,1,1
1,84.8,15.2,38.5,3.0,2,1
0,235.1,23.6,18.3,3.0,2,1
0,291.8,39.3,49.3,8.9,2,1
0,127.4,19.5,24.9,3.0,1,1
1,199.9,37.5,48.3,7.5,1,1
1,325.0,17.4,7.3,6.5,2,1
1,265.8,30.3,35.6,6.9,2,1
0,228.4,36.0,7.4,3.0,2,1
0,158.3,22.6,28.3,4.7,2,1
0,352.2,24.3,48.4,4.5,1,1
1,282.1,31.9,13.8,7.5,1,1
1,118.7,19.3,9.1,3.3,2,1
1,184.1,21.6,1.0,3.9,1,1
1,299.5,17.2,12.8,3.0,2,1
1,126.1,18.0,16.8,5.4,1,1
1,193.4,16.1,21.0,4.8,2,1
1,270.6,34.6,2.0,3.0,1,1
1,102.7,39.3,14.6,3.0,1,1
0,349.3,17.0,20.3,9.9,2,1
0,345.0,39.7,13.9,6.1,2,1
1,352.2,22.6,30.0,7.2,2,1
0,171.2,40.0,42.0,9.1,1,1
0,330.0,16.4,32.8,5.2,1,1
0,304.7,31.6,21.9,6.0,1,1
0,288.6,32.3,4.3,4.2,2,1
0,76.2,20.1,25.2,3.0,2,1
1,123.5,25.2,19.9,4.1,1,1
1,323.6,33.3,6.6,3.0,2,1
1,106.9,39.0,8.9,7.5,1,1
1,240.5,37.7,26.9,6.0,2,1
1,174.0,16.7,25.6,5.3,2,1
1,86.2,38.6,9.2,3.0,2,1
0,86.0,16.8,26.8,4.4,1,1
0,77.2,31.8,19.6,3.0,1,1
1,293.9,18.4,6.8,5.4,1,1
1,277.6,34.3,4.6,5.1,1,1
0,266.0,26.2,10.5,4.1,1,1
0,65.4,20.4,12.2,3.2,1,1
0,216.5,16.3,36.4,8.4,1,1
1,142.4,32.3,15.1,3.8,2,1
0,180.5,27.3,14.7,4.3,2,1
1,256.9,20.2,47.9,3.9,1,1
0,224.6,27.3,43.0,3.0,1,1
1,185.3,33.0,5.1,6.5,1,1
0,191.5,29.5,42.5,10.0,2,1
0,275.9,22.2,38.5,8.7,2,1
1,335.5,39.7,3.5,3.0,1,1
0,208.2,23.4,3.7,8.4,1,1
0,259.3,23.9,30.0,3.4,1,1
0,295.4,21.4,6.1,5.3,1,1
0,104.9,15.4,43.7,9.0,1,1
1,354.8,36.7,32.0,6.5,1,1
0,151.3,21.1,13.6,6.7,2,1
0,297.6,15.7,38.1,6.4,2,1
0,243.4,30.4,25.5,5.5,2,1
1,114.1,15.4,50.0,5.7,1,1
0,166.7,39.7,12.5,3.0,2,1
1,68.2,24.1,38.0,3.0,1,1
0,200.8,38.4,35.3,6.0,1,1
1,217.8,21.1,2.6,8.9,2,1
0,86.9,15.5,36.2,4.4,2,1
1,202.6,15.8,47.1,3.2,2,1
0,142.9,21.2,46.5,5.2,2,1
0,128.5,25.9,41.4,3.0,2,1
0,133.2,25.9,11.5,8.7,2,1
1,144.7,16.6,22.5,3.2,2,1
1,286.4,38.5,26.6,6.5,1,1
0,208.2,36.6,27.7,4.8,2,1
0,294.5,33.1,18.5,9.1,2,1
1,322.0,26.3,17.1,6.3,2,1
0,100.2,21.8,16.2,3.0,2,1
1,114.0,33.0,40.2,5.0,2,1
0,342.1,21.5,2.1,3.0,1,1
0,166.6,24.1,20.7,3.0,1,1
1,108.0,37.0,46.7,6.6,2,1
1,187.4,37.7,16.0,6.5,2,1
1,288.6,27.5,31.6,7.8,1,1
1,152.6,33.2,1.2,6.8,1,1
0,123.8,24.9,38.9,3.0,2,1
1,157.8,24.5,26.4,5.6,1,1
0,118.8,36.3,39.9,3.2,1,1
1,185.0,20.2,2.2,6.0,2,1
0,71.8,15.0,20.5,3.0,2,1
0,345.5,21.8,16.5,9.8,2,1
0,61.8,21.9,15.3,3.5,2,1
1,268.3,30.3,10.4,7.4,1,1
0,204.4,17.2,17.6,8.9,2,1
1,185.0,21.6,41.8,8.2,1,1
1,278.0,26.2,29.6,5.9,1,1
0,209.5,33.1,33.6,3.0,1,1
1,66.6,37.1,42.3,3.0,2,1
1,357.7,21.8,13.6,5.3,1,1
1,71.8,30.6,8.8,3.0,2,1
0,277.8,24.0,27.2,9.6,2,1
1,266.8,39.9,2.2,9.7,1,1
0,272.9,26.9,31.1,5.1,1,1
1,117.0,37.2,17.6,5.9,2,1
0,210.4,39.2,15.6,7.6,1,1
1,213.6,28.3,15.7,4.4,1,1
0,338.4,33.4,36.6,3.6,1,1
1,167.9,20.9,33.5,4.1,1,1
0,88.0,28.2,43.7,9.5,1,1
0,223.4,28.3,34.9,3.0,2,1
0,165.8,20.9,4.6,5.3,2,1
0,321.1,37.1,25.8,8.5,1,1
0,306.4,28.8,19.9,7.0,2,1
1,273.8,33.3,28.6,3.0,2,1
0,340.4,32.3,25.9,6.6,2,1
1,329.9,19.2,16.6,3.0,2,1
0,335.8,32.2,46.5,7.9,2,1
0,275.3,28.8,2.9,7.6,2,1
1,116.5,29.1,14.4,3.0,1,1
0,331.7,26.5,11.0,3.0,2,1
1,355.1,39.5,14.5,3.0,1,1
1,153.4,38.9,46.2,4.5,1,1
0,297.2,21.7,24.4,3.0,1,1
1,280.4,37.6,8.4,9.9,2,1
1,184.3,15.6,4.3,4.8,1,1
0,208.4,20.5,41.7,5.7,1,1
1,298.8,37.7,37.4,9.2,2,1
1,288.1,35.7,10.6,3.0,1,1
1,136.4,16.7,2.8,5.1,2,1
1,197.3,34.0,14.5,5.2,1,1
1,132.1,25.8,31.4,5.9,1,1
1,96.1,33.3,22.4,5.3,2,1
0,176.2,19.5,48.6,5.4,2,1
0,244.9,37.4,3.3,7.3,2,1
0,223.3,19.3,36.0,5.4,2,1
1,167.9,38.0,14.2,3.0,2,1
0,313.0,34.2,48.9,3.5,1,1
1,262.4,36.3,29.1,9.7,1,1
1,316.1,36.9,23.5,5.1,1,1
0,319.7,35.8,49.2,3.0,1,1
1,101.4,16.1,46.6,3.0,1,1
0,193.6,30.0,27.7,8.3,2,1
0,154.3,36.1,48.5,3.0,1,1
1,291.6,15.7,28.2,3.5,2,1
0,211.6,24.0,32.4,4.6,2,1
0,354.5,34.3,37.3,9.4,2,1
0,259.9,39.2,40.5,9.8,1,1
1,229.8,29.5,46.1,3.0,1,1
1,97.2,28.3,21.6,3.0,1,1
1,239.8,31.4,34.6,3.0,2,1
0,149.4,28.5,2.9,6.8,1,1
0,144.4,24.6,0.6,3.0,2,1
0,245.9,25.5,25.0,3.0,1,1
0,346.0,32.3,31.4,3.0,2,1
1,217.2,22.5,1.3,3.3,2,1
0,160.2,20.0,29.3,8.7,2,1
0,270.6,20.3,32.7,7.7,2,1
1,208.0,37.3,27.2,6.5,2,1
0,289.4,29.6,49.4,4.4,2,1
0,245.3,25.7,10.1,5.3,1,1
1,172.6,33.0,3.7,6.0,2,1
1,215.4,30.7,7.7,9.3,1,1
1,248.2,31.5,28.0,3.3,1,1
0,352.6,30.7,44.9,3.0,1,1
1,207.7,32.3,14.5,9.5,2,1
0,283.9,18.3,10.1,5.8,2,1
0,123.0,26.2,44.0,3.0,1,1
0,284.8,36.3,41.1,7.9,1,1
0,201.2,36.7,23.9,5.2,2,1
1,292.4,33.7,18.3,7.7,2,1
0,162.1,34.9,7.5,3.0,1,1
1,251.2,34.8,31.0,5.4,2,1
1,213.0,18.9,17.4,5.6,1,1
1,117.5,31.4,19.9,8.1,2,1
1,228.4,34.5,41.7,3.0,1,1
0,62.2,35.9,30.2,3.0,2,1
1,252.6,28.7,2.0,3.0,2,1
1,270.6,35.1,42.8,6.2,2,1
0,146.8,16.0,47.9,8.1,2,1
0,345.6,38.4,20.3,3.4,2,1
0,182.6,34.9,14.4,6.6,2,1
0,149.3,25.2,27.2,3.2,2,1
0,146.6,21.8,18.2,9.4,1,1
1,301.0,27.4,34.1,5.3,1,1
0,300.8,32.3,32.8,8.6,1,1
1,155.9,38.2,6.2,8.1,1,1
1,145.3,18.0,13.9,6.6,2,1
0,333.6,20.3,43.7,3.0,1,1
1,252.4,17.8,8.9,6.9,1,1
1,92.0,29.6,23.1,5.9,1,1
0,351.6,39.2,44.5,7.0,2,1
0,258.1,31.9,37.0,3.4,2,1
0,166.0,29.6,0.6,8.5,1,1
0,166.2,36.7,40.4,3.0,2,1
0,297.8,23.3,7.7,9.7,2,1
1,237.8,30.9,28.3,3.0,2,1
1,120.2,24.0,13.7,3.2,1,1
0,313.4,23.6,30.4,3.8,2,1
1,261.0,17.8,35.9,3.0,1,1
0,189.6,16.0,23.1,9.9,1,1
1,124.4,28.1,29.0,9.9,1,1
1,88.6,24.6,27.3,9.2,2,1
0,350.0,25.2,42.5,3.0,2,1
1,326.8,22.1,14.3,8.0,2,1
1,237.8,36.5,35.4,3.0,2,1
0,331.7,37.1,43.7,8.0,1,1
0,187.9,39.1,36.5,7.3,2,1
0,155.4,26.5,12.0,3.0,2,1
0,199.4,18.6,27.1,4.1,1,1
0,167.9,32.9,2.0,3.0,1,1
1,313.2,31.7,31.2,10.0,2,1
0,135.2,19.6,5.5,6.6,1,1
1,177.2,25.1,7.8,8.2,1,1
0,223.4,28.1,23.8,3.3,1,1
0,66.2,39.5,30.1,5.5,1,1
0,184.3,22.8,47.2,4.3,1,1
1,284.3,22.0,2.1,4.5,1,1
1,126.7,27.7,42.8,7.5,2,1
0,174.4,29.9,37.4,3.0,2,1
1,318.7,27.3,29.4,3.0,1,1
1,145.9,39.3,28.0,3.0,2,1
0,292.0,27.8,9.1,5.4,2,1
0,135.6,35.3,6.6,5.9,1,1
0,137.6,32.0,11.0,3.0,2,1
1,339.5,26.4,28.9,4.7,2,1
0,256.0,24.3,24.2,7.1,1,1
1,257.2,27.2,6.8,3.0,2,1
0,150.0,29.4,21.3,3.0,1,1
0,302.0,36.0,3.2,5.4,2,1
0,157.0,33.0,22.8,3.0,1,1
1,198.8,29.8,0.6,3.0,2,1
0,127.6,25.6,35.1,4.0,1,1
1,300.1,29.7,26.9,7.4,1,1
0,304.0,23.6,26.0,8.9,2,1
0,148.2,35.8,21.8,3.0,2,1
1,110.2,36.0,34.6,4.2,2,1
1,289.9,15.4,17.2,8.3,2,1
1,265.0,31.5,19.9,6.3,1,1
1,135.7,37.4,36.7,7.2,2,1
0,107.9,28.8,40.2,6.7,1,1
0,70.8,23.2,19.0,4.8,2,1
0,213.1,30.3,46.1,9.0,2,1
0,145.2,25.7,46.1,3.0,2,1
0,99.6,19.5,7.7,5.5,2,1
0,78.8,17.3,43.3,8.7,1,1
1,179.9,26.6,36.0,8.1,2,1
0,151.4,26.7,37.5,4.3,2,1
1,197.8,35.0,7.9,6.3,2,1
0,216.6,34.1,40.1,3.8,1,1
0,239.2,39.7,30.0,7.2,1,1
0,67.1,32.5,37.1,6.7,2,1
0,328.9,21.6,16.8,5.2,2,1
1,225.5,33.3,7.2,3.0,2,1
1,199.1,23.7,30.8,3.0,1,1
0,80.4,39.6,13.4,3.0,2,1
0,138.0,32.3,2.3,9.3,2,1
1,204.6,21.4,18.2,9.0,2,1
0,346.2,23.6,3.3,9.2,1,1
1,119.5,24.3,9.9,3.0,1,1
0,108.2,17.9,45.8,7.7,2,1
0,86.5,21.2,23.5,3.0,2,1
1,236.5,39.9,46.0,8.8,2,1
0,253.9,22.0,20.4,8.5,1,1
1,77.2,16.5,45.7,9.8,1,1
1,90.7,18.1,12.2,6.2,2,1
0,277.3,30.6,50.0,4.3,2,1
1,105.8,28.2,1.0,7.7,2,1
1,112.6,21.6,20.4,3.0,1,1
0,98.0,27.1,8.1,4.6,1,1
0,339.8,22.2,19.3,5.4,1,1
1,355.3,39.6,36.1,4.0,1,1
0,167.9,34.6,36.9,8.2,2,1
1,308.3,34.1,1.6,7.0,1,1
0,330.1,17.1,37.1,3.0,1,1
0,198.2,26.4,10.9,5.0,2,1
0,102.4,24.8,2.2,3.0,1,1
1,213.7,34.9,18.1,8.3,2,1
0,77.2,16.6,16.6,4.9,2,1
0,85.0,30.2,11.1,6.2,2,1
1,196.2,34.7,14.5,6.2,2,1
0,353.0,17.8,36.3,3.0,1,1
1,187.6,28.5,26.9,5.4,2,1
1,203.5,21.8,14.0,4.5,2,1
0,140.3,20.1,40.8,8.5,1,1
1,359.4,29.3,39.0,4.8,2,1
0,260.6,27.4,11.6,6.1,1,1
1,275.3,34.9,42.4,4.9,1,1
0,188.3,20.2,35.9,9.9,2,1
0,188.5,24.7,21.7,6.7,2,1
0,293.0,31.8,31.5,8.0,2,1
1,278.4,31.3,5.9,3.0,2,1
1,277.3,16.7,14.5,8.1,2,1
0,267.1,37.8,29.8,6.4,1,1
0,77.5,34.9,30.4,9.6,1,1
1,99.2,37.3,38.8,9.4,2,1
1,257.5,20.2,27.7,7.7,1,1
1,308.8,26.0,26.5,3.5,1,1
0,213.0,34.1,33.4,3.0,1,1
1,150.4,15.7,3.6,3.2,2,1
0,335.9,20.8,7.1,3.0,2,1
0,321.2,15.3,14.7,8.1,1,1
0,193.6,29.7,6.2,3.0,1,1
0,161.0,22.0,14.8,4.2,1,1
1,250.6,27.6,39.8,5.4,1,1
1,274.6,30.6,21.6,4.1,1,1
1,64.7,36.3,18.7,6.3,1,1
1,104.0,36.1,11.1,8.9,2,1
0,230.2,31.6,19.0,8.5,1,1
1,327.1,21.2,39.3,9.1,1,1
0,108.7,34.9,4.2,9.1,2,1
1,227.4,30.6,19.1,6.8,2,1
0,186.0,29.3,4.2,3.0,1,1
1,325.0,29.9,7.2,6.4,2,1
1,354.6,23.2,21.4,8.0,2,1
1,251.5,21.3,12.3,6.6,2,1
0,336.0,20.8,19.5,3.0,2,1
0,63.1,18.7,9.1,3.8,1,1
1,184.0,37.4,48.5,4.3,1,1
0,319.4,25.3,15.2,5.1,1,1
1,74.3,38.6,23.1,5.8,1,1
0,140.2,25.5,11.9,5.4,1,1
1,101.2,15.8,43.0,9.3,1,1
0,87.1,23.3,40.0,9.4,1,1
1,307.6,16.0,31.8,3.6,2,1
0,114.7,15.1,0.4,6.0,1,1
1,329.3,24.7,45.3,9.7,1,1
0,199.0,29.6,2.6,8.3,1,1
1,85.8,27.4,1.8,7.9,2,1
0,154.3,22.6,37.6,6.1,1,1
0,116.3,33.4,41.2,3.0,1,1
0,172.4,19.1,14.8,3.9,1,1
0,182.9,16.6,20.0,6.7,2,1
1,206.6,34.8,33.7,5.7,2,1
1,194.3,15.3,5.7,5.1,2,1
1,279.7,17.3,21.8,5.1,2,1
0,295.8,29.0,20.5,8.9,2,1
0,127.2,34.0,11.8,5.4,1,1
0,87.1,24.3,32.8,4.1,1,1
0,295.6,17.0,6.2,3.0,1,1
1,226.4,32.2,9.7,6.8,2,1
1,80.9,37.8,16.5,10.0,2,1
0,136.1,21.5,8.0,9.9,2,1
1,259.3,32.6,18.1,3.4,1,1
0,129.2,18.9,34.3,4.1,2,1
1,186.8,33.4,24.6,4.3,2,1
0,343.9,16.4,48.2,3.0,2,1
1,319.9,37.7,31.5,3.0,1,1
1,279.5,33.2,3.7,6.7,2,1
1,266.5,17.4,20.8,5.2,2,1
0,265.3,31.9,46.5,7.5,1,1
0,270.2,33.8,49.0,8.2,2,1
1,208.4,38.8,28.1,3.0,1,1
0,351.7,18.7,28.9,4.5,2,1
0,136.8,39.0,12.2,3.0,1,1
0,134.2,33.7,38.4,5.9,2,1
0,154.3,22.5,38.7,7.1,1,1
1,170.5,28.9,20.6,3.0,2,1
1,315.8,15.3,42.5,4.6,2,1
1,226.0,27.7,40.1,8.4,2,1
1,254.0,20.7,3.4,8.2,2,1
1,84.7,17.6,10.1,8.2,2,1
0,176.9,36.5,13.2,3.0,1,1
1,260.6,31.4,42.0,4.4,1,1
1,331.1,20.4,12.3,5.3,2,1
0,193.8,26.1,32.4,5.7,1,1
0,287.0,33.2,19.1,3.6,1,1
0,326.6,35.6,39.4,9.9,1,1
1,64.0,21.7,1.8,4.4,1,1
0,122.5,34.5,27.7,7.4,1,1
1,277.4,36.0,45.0,5.2,2,1
1,84.2,35.3,32.4,6.6,2,1
1,62.5,29.2,36.0,9.0,1,1
1,207.0,24.0,10.2,9.6,1,1
0,64.4,25.0,21.1,3.0,1,1
1,67.6,28.3,41.9,6.0,2,1
1,251.3,20.8,23.2,5.2,1,1
0,231.0,18.9,36.0,7.8,2,1
1,63.7,17.5,7.0,3.0,2,1
0,80.8,21.3,0.1,3.8,1,1
1,136.7,20.1,11.7,5.0,1,1
1,323.5,25.4,7.3,10.0,1,1
0,344.4,30.3,25.9,3.0,1,1
0,226.4,24.8,25.9,3.0,1,1
0,203.4,18.7,33.0,9.3,1,1
0,177.0,18.4,2.5,7.4,2,1
1,177.4,17.3,31.4,7.4,1,1
0,160.2,25.7,0.9,3.3,2,1
0,103.8,36.6,46.0,3.0,2,1
0,219.0,21.7,0.4,8.8,2,1
1,216.1,35.3,33.6,4.5,1,1
1,171.7,26.7,34.6,3.0,1,1
0,238.4,34.8,33.8,9.6,1,1
1,75.7,16.8,38.0,3.0,2,1
1,187.8,19.4,17.1,4.3,2,1
0,91.6,22.4,13.0,5.7,2,1
1,124.2,28.8,22.6,3.0,1,1
1,271.0,37.4,44.4,3.8,2,1
0,93.0,36.2,1.8,6.5,1,1
0,275.0,18.8,26.2,6.9,1,1
0,77.8,38.2,27.5,5.3,1,1
1,78.6,38.3,18.6,6.0,1,1
1,192.8,23.5,33.8,3.1,1,1
1,130.3,17.6,27.1,6.3,2,1
0,201.2,34.9,28.0,7.1,1,1
1,94.1,15.7,11.3,8.9,1,1
0,79.2,18.3,0.1,3.0,2,1
1,308.5,15.6,4.1,3.2,2,1
1,185.2,38.6,10.5,8.9,2,1
0,321.4,32.9,40.2,3.6,1,1
1,301.6,16.8,26.1,4.4,1,1
1,182.2,18.8,14.9,5.6,1,1
1,117.7,21.2,40.4,4.1,2,1
1,104.8,25.4,36.1,4.2,1,1
0,255.0,39.4,47.5,3.8,1,1
1,279.8,36.5,6.2,3.0,1,1
0,110.2,17.6,3.5,7.6,1,1
0,347.3,25.7,37.1,6.8,1,1
1,131.2,29.8,24.6,3.0,1,1
0,241.8,18.1,42.9,6.6,2,1
0,112.1,22.3,38.1,3.0,1,1
1,95.2,33.2,22.4,6.1,1,1
0,295.0,20.8,23.4,9.8,1,1
1,345.0,33.8,3.2,3.0,1,1
1,173.3,36.4,10.2,6.9,2,1
0,79.1,37.5,33.1,7.8,1,1
1,148.1,36.2,31.6,3.0,2,1
0,69.5,33.9,16.0,6.4,1,1
1,63.8,20.6,39.4,6.2,2,1
0,70.8,29.5,9.3,3.0,1,1
0,220.1,29.5,20.8,6.8,1,1
1,81.8,15.8,7.1,3.0,1,1
1,268.2,34.7,25.9,4.5,1,1
1,280.1,33.2,35.6,3.5,2,1
0,212.5,16.4,47.2,4.2,2,1
1,83.2,36.5,32.6,3.2,1,1
0,263.3,35.0,49.9,6.1,2,1
0,339.7,31.0,31.7,5.0,1,1
1,79.8,35.5,3.9,9.5,2,1
1,162.5,21.7,34.0,4.8,1,1
0,353.0,24.1,36.0,3.0,1,1
1,227.8,17.9,42.9,3.0,2,1
0,95.8,34.5,30.7,6.3,1,1
1,137.5,15.4,30.0,4.2,2,1
1,168.0,15.4,31.7,7.2,1,1
1,116.9,18.9,26.0,9.1,2,1
1,154.4,16.8,2.1,3.0,2,1
1,205.3,17.3,10.9,9.9,2,1
0,251.6,39.9,30.3,3.0,1,1
1,247.3,24.1,32.1,7.5,2,1
0,114.8,24.2,28.5,3.0,2,1
0,227.2,30.8,34.4,5.1,2,1
0,181.8,23.1,18.3,9.4,2,1
0,125.5,31.1,3.2,6.8,1,1
0,279.4,20.7,20.3,3.7,1,1
0,149.0,23.6,1.8,10.0,2,1
1,179.3,16.9,46.4,4.7,1,1
1,77.4,27.5,32.5,3.0,1,1
1,194.9,16.7,37.9,3.0,2,1
0,229.3,15.4,41.2,3.0,1,1
0,196.4,26.3,6.9,3.0,2,1
0,237.5,15.7,12.8,4.8,1,1
1,166.3,17.1,21.4,9.0,1,1
0,148.4,31.9,48.3,9.3,1,1
0,343.3,15.6,38.5,8.1,1,1
1,148.9,19.3,25.8,4.6,2,1
1,103.4,25.8,17.2,3.0,1,1
1,249.0,27.1,20.9,6.5,2,1
1,60.2,20.6,5.8,5.9,1,1
0,298.4,30.2,7.4,3.0,1,1
1,264.7,18.3,15.9,7.9,1,1
0,229.3,19.5,31.4,3.5,2,1
0,191.4,32.4,17.1,8.0,1,1
0,279.1,15.9,35.5,5.8,1,1
1,107.9,35.3,23.8,6.1,1,1
0,102.6,37.7,19.8,9.0,2,1
1,251.8,33.1,43.4,6.8,1,1
0,183.7,19.1,34.3,8.0,1,1
1,286.6,25.5,38.7,7.9,1,1
0,280.8,20.6,40.3,8.5,1,1
1,210.2,29.0,45.2,5.6,2,1
0,261.5,20.8,42.7,3.0,2,1
0,119.8,35.6,19.5,8.3,1,1
1,346.2,36.4,38.3,3.0,1,1
1,169.9,23.2,32.8,3.0,1,1
0,273.7,24.4,40.3,9.3,2,1
1,81.4,37.4,15.7,6.7,2,1
1,67.7,30.0,9.1,9.0,2,1
0,157.8,34.3,6.9,3.0,2,1
0,226.2,22.2,15.9,8.9,1,1
1,173.9,39.3,47.0,7.9,1,1
0,195.1,40.0,29.2,8.3,1,1
1,233.3,28.5,11.9,3.3,1,1
1,216.6,22.1,16.7,5.0,2,1
