Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
5:30:00 PM,10,Tuesday,136,30,20,9,195,heavy
5:45:00 PM,10,Tuesday,145,18,40,9,212,heavy
6:00:00 PM,10,Tuesday,138,34,28,5,205,heavy
6:15:00 PM,10,Tuesday,123,10,29,8,170,heavy
7:45:00 PM,10,Tuesday,70,8,14,6,98,low
8:00:00 PM,10,Tuesday,80,17,12,34,143,high
11:00:00 PM,10,Tuesday,18,2,1,13,34,low
11:15:00 PM,10,Tuesday,15,0,1,11,27,low
12:00:00 AM,11,Wednesday,12,2,1,17,32,low
12:30:00 AM,11,Wednesday,16,1,0,14,31,low
12:45:00 AM,11,Wednesday,20,0,0,14,34,low
1:45:00 AM,11,Wednesday,18,4,0,11,33,low
2:15:00 AM,11,Wednesday,14,4,1,10,29,low
6:00:00 AM,11,Wednesday,125,13,26,2,166,high
6:15:00 AM,11,Wednesday,125,39,49,3,216,heavy
6:30:00 AM,11,Wednesday,125,34,37,1,197,heavy
6:45:00 AM,11,Wednesday,125,19,25,4,173,heavy
7:00:00 AM,11,Wednesday,125,15,49,0,189,heavy
7:15:00 AM,11,Wednesday,125,32,50,5,212,heavy
7:30:00 AM,11,Wednesday,125,38,50,1,214,heavy
7:45:00 AM,11,Wednesday,125,29,29,3,186,heavy
8:00:00 AM,11,Wednesday,125,31,48,4,208,heavy
8:15:00 AM,11,Wednesday,125,32,50,0,207,heavy
8:30:00 AM,11,Wednesday,125,31,45,0,201,heavy
9:00:00 AM,11,Wednesday,125,28,36,0,189,heavy
10:15:00 AM,11,Wednesday,48,25,36,21,130,high
10:30:00 AM,11,Wednesday,93,7,30,16,146,high
10:45:00 AM,11,Wednesday,55,15,36,15,121,high
1:45:00 PM,11,Wednesday,54,29,37,9,129,high
2:15:00 PM,11,Wednesday,60,21,26,11,118,high
3:00:00 PM,11,Wednesday,39,24,13,11,87,low
3:15:00 PM,11,Wednesday,90,20,35,7,152,high
3:30:00 PM,11,Wednesday,109,30,22,20,181,heavy
4:00:00 PM,11,Wednesday,142,22,37,6,207,heavy
4:30:00 PM,11,Wednesday,142,13,37,8,200,heavy
4:45:00 PM,11,Wednesday,108,23,26,9,166,high
5:00:00 PM,11,Wednesday,122,29,30,7,188,heavy
5:15:00 PM,11,Wednesday,133,12,30,7,182,heavy
5:30:00 PM,11,Wednesday,118,23,38,10,189,heavy
5:45:00 PM,11,Wednesday,121,35,26,8,190,heavy
6:15:00 PM,11,Wednesday,132,12,27,8,179,heavy
6:30:00 PM,11,Wednesday,144,17,33,7,201,heavy
7:15:00 PM,11,Wednesday,50,10,10,17,87,low
7:45:00 PM,11,Wednesday,108,24,15,29,176,heavy
9:45:00 PM,11,Wednesday,86,13,11,35,145,high
10:00:00 PM,11,Wednesday,18,4,0,16,38,low
10:15:00 PM,11,Wednesday,18,5,0,12,35,low
10:45:00 PM,11,Wednesday,18,1,0,17,36,low
11:15:00 PM,11,Wednesday,18,0,1,12,31,low
12:30:00 AM,12,Thursday,18,5,1,13,37,low
1:00:00 AM,12,Thursday,18,0,0,13,31,low
1:15:00 AM,12,Thursday,18,5,0,11,34,low
1:30:00 AM,12,Thursday,18,5,1,12,36,low
1:45:00 AM,12,Thursday,18,1,1,16,36,low
3:15:00 AM,12,Thursday,18,1,0,14,33,low
4:15:00 AM,12,Thursday,62,24,7,2,95,low
4:30:00 AM,12,Thursday,51,23,6,1,81,low
6:00:00 AM,12,Thursday,117,38,50,5,210,heavy
6:15:00 AM,12,Thursday,114,32,34,2,182,heavy
6:45:00 AM,12,Thursday,145,20,25,2,192,heavy
7:00:00 AM,12,Thursday,125,30,48,1,204,heavy
7:15:00 AM,12,Thursday,103,27,45,1,176,heavy
7:30:00 AM,12,Thursday,114,20,43,1,178,heavy
7:45:00 AM,12,Thursday,145,10,44,1,200,heavy
8:00:00 AM,12,Thursday,147,31,20,4,202,heavy
8:15:00 AM,12,Thursday,104,24,40,0,168,heavy
8:45:00 AM,12,Thursday,101,37,31,4,173,heavy
9:00:00 AM,12,Thursday,144,30,37,1,212,heavy
10:30:00 AM,12,Thursday,59,6,11,11,87,low
1:30:00 PM,12,Thursday,14,21,7,18,60,low
2:45:00 PM,12,Thursday,118,25,31,13,187,heavy
3:15:00 PM,12,Thursday,105,29,22,12,168,heavy
4:00:00 PM,12,Thursday,105,35,48,6,194,heavy
4:15:00 PM,12,Thursday,135,37,34,5,211,heavy
4:30:00 PM,12,Thursday,103,29,44,6,182,heavy
4:45:00 PM,12,Thursday,113,13,42,10,178,heavy
5:00:00 PM,12,Thursday,103,20,27,9,159,high
5:15:00 PM,12,Thursday,150,13,20,9,192,heavy
5:30:00 PM,12,Thursday,116,25,33,8,182,heavy
5:45:00 PM,12,Thursday,109,16,41,9,175,heavy
6:00:00 PM,12,Thursday,112,11,50,5,178,heavy
6:15:00 PM,12,Thursday,104,31,30,5,170,heavy
6:30:00 PM,12,Thursday,146,18,40,6,210,heavy
6:45:00 PM,12,Thursday,110,24,10,29,173,heavy
8:00:00 PM,12,Thursday,62,12,11,18,103,low
12:00:00 AM,13,Friday,18,4,1,15,38,low
12:30:00 AM,13,Friday,19,3,0,16,38,low
12:45:00 AM,13,Friday,10,3,0,12,25,low
2:15:00 AM,13,Friday,15,1,0,14,30,low
2:30:00 AM,13,Friday,17,4,0,13,34,low
3:00:00 AM,13,Friday,19,2,0,11,32,low
4:15:00 AM,13,Friday,27,6,1,11,45,low
4:30:00 AM,13,Friday,33,11,6,13,63,low
4:45:00 AM,13,Friday,63,6,7,10,86,low
5:00:00 AM,13,Friday,58,13,4,15,90,low
5:15:00 AM,13,Friday,57,11,7,10,85,low
5:30:00 AM,13,Friday,63,10,6,12,91,low
5:45:00 AM,13,Friday,74,9,0,15,98,low
6:00:00 AM,13,Friday,71,9,7,10,97,low
6:15:00 AM,13,Friday,33,9,6,13,61,low
6:30:00 AM,13,Friday,29,6,1,12,48,low
6:45:00 AM,13,Friday,32,9,3,11,55,low
7:00:00 AM,13,Friday,57,14,3,11,85,low
7:15:00 AM,13,Friday,31,11,0,14,56,low
7:30:00 AM,13,Friday,30,9,3,10,52,low
7:45:00 AM,13,Friday,61,8,7,12,88,low
8:00:00 AM,13,Friday,47,10,4,10,71,low
8:30:00 AM,13,Friday,49,10,2,10,71,low
8:45:00 AM,13,Friday,58,7,5,13,83,low
9:00:00 AM,13,Friday,53,19,1,10,83,low
9:15:00 AM,13,Friday,132,47,25,0,204,heavy
9:30:00 AM,13,Friday,131,52,15,0,198,heavy
9:45:00 AM,13,Friday,171,59,27,3,260,heavy
10:00:00 AM,13,Friday,131,43,20,3,197,heavy
10:15:00 AM,13,Friday,177,56,12,4,249,heavy
10:30:00 AM,13,Friday,160,47,30,3,240,heavy
10:45:00 AM,13,Friday,178,68,28,4,278,heavy
11:00:00 AM,13,Friday,169,70,20,3,262,heavy
11:15:00 AM,13,Friday,133,56,25,2,216,heavy
11:30:00 AM,13,Friday,151,52,13,0,216,heavy
11:45:00 AM,13,Friday,179,46,27,3,255,heavy
12:00:00 PM,13,Friday,144,68,20,0,232,heavy
12:15:00 PM,13,Friday,162,46,19,2,229,heavy
12:30:00 PM,13,Friday,159,44,23,2,228,heavy
12:45:00 PM,13,Friday,174,67,30,1,272,heavy
1:00:00 PM,13,Friday,136,57,29,4,226,heavy
1:15:00 PM,13,Friday,156,42,12,3,213,heavy
1:30:00 PM,13,Friday,175,63,19,3,260,heavy
1:45:00 PM,13,Friday,172,62,20,2,256,heavy
2:00:00 PM,13,Friday,171,49,15,0,235,heavy
2:15:00 PM,13,Friday,172,65,18,2,257,heavy
2:30:00 PM,13,Friday,176,50,13,1,240,heavy
2:45:00 PM,13,Friday,153,50,23,3,229,heavy
3:00:00 PM,13,Friday,148,64,27,0,239,heavy
3:15:00 PM,13,Friday,56,28,6,2,92,low
4:00:00 PM,13,Friday,77,20,7,0,104,low
4:15:00 PM,13,Friday,66,24,1,0,91,low
4:30:00 PM,13,Friday,72,22,8,2,104,low
5:00:00 PM,13,Friday,66,26,4,1,97,low
5:15:00 PM,13,Friday,85,20,4,0,109,low
6:30:00 PM,13,Friday,67,29,1,0,97,low
6:45:00 PM,13,Friday,65,25,1,1,92,low
7:15:00 PM,13,Friday,42,1,5,11,59,low
7:30:00 PM,13,Friday,42,10,3,1,56,low
7:45:00 PM,13,Friday,31,11,1,12,55,low
8:00:00 PM,13,Friday,47,7,3,6,63,low
8:15:00 PM,13,Friday,28,7,2,4,41,low
8:30:00 PM,13,Friday,22,3,6,1,32,low
8:45:00 PM,13,Friday,29,1,7,5,42,low
9:00:00 PM,13,Friday,43,9,1,11,64,low
9:15:00 PM,13,Friday,23,3,3,8,37,low
9:30:00 PM,13,Friday,21,2,5,15,43,low
9:45:00 PM,13,Friday,31,2,1,9,43,low
10:00:00 PM,13,Friday,15,5,0,18,38,low
10:15:00 PM,13,Friday,11,2,0,15,28,low
10:30:00 PM,13,Friday,12,0,1,17,30,low
10:45:00 PM,13,Friday,18,3,0,18,39,low
11:30:00 PM,13,Friday,15,5,0,14,34,low
2:00:00 AM,14,Saturday,20,2,0,12,34,low
2:15:00 AM,14,Saturday,15,5,0,15,35,low
2:30:00 AM,14,Saturday,11,4,0,14,29,low
2:45:00 AM,14,Saturday,14,3,1,18,36,low
4:00:00 AM,14,Saturday,15,4,0,16,35,low
4:15:00 AM,14,Saturday,55,15,5,3,78,low
4:30:00 AM,14,Saturday,76,10,7,9,102,low
5:45:00 AM,14,Saturday,115,27,9,16,167,low
6:15:00 AM,14,Saturday,142,18,27,0,187,heavy
6:30:00 AM,14,Saturday,117,29,49,2,197,heavy
6:45:00 AM,14,Saturday,126,36,24,0,186,heavy
7:00:00 AM,14,Saturday,110,39,38,5,192,heavy
7:15:00 AM,14,Saturday,149,20,39,5,213,heavy
7:45:00 AM,14,Saturday,124,34,24,4,186,heavy
8:00:00 AM,14,Saturday,149,35,32,1,217,heavy
8:15:00 AM,14,Saturday,125,32,38,4,199,heavy
8:30:00 AM,14,Saturday,101,23,38,1,163,high
8:45:00 AM,14,Saturday,137,36,30,0,203,heavy
9:00:00 AM,14,Saturday,139,15,21,3,178,heavy
10:15:00 AM,14,Saturday,26,12,14,13,65,low
10:45:00 AM,14,Saturday,12,22,8,11,53,low
1:30:00 PM,14,Saturday,120,28,22,20,190,heavy
3:45:00 PM,14,Saturday,79,13,28,7,127,high
4:15:00 PM,14,Saturday,150,30,22,5,207,heavy
4:30:00 PM,14,Saturday,142,23,25,7,197,heavy
4:45:00 PM,14,Saturday,111,36,25,6,178,heavy
5:00:00 PM,14,Saturday,143,37,38,8,226,heavy
5:15:00 PM,14,Saturday,120,37,43,10,210,heavy
5:45:00 PM,14,Saturday,140,22,27,5,194,heavy
6:00:00 PM,14,Saturday,128,37,20,9,194,heavy
6:15:00 PM,14,Saturday,114,23,42,10,189,heavy
6:30:00 PM,14,Saturday,117,20,22,9,168,heavy
7:00:00 PM,14,Saturday,65,15,15,8,103,low
7:45:00 PM,14,Saturday,56,7,12,12,87,low
8:00:00 PM,14,Saturday,50,12,15,18,95,low
8:15:00 PM,14,Saturday,74,9,11,12,106,low
9:15:00 PM,14,Saturday,82,5,12,34,133,high
9:30:00 PM,14,Saturday,58,19,12,17,106,low
9:45:00 PM,14,Saturday,70,10,14,32,126,high
10:30:00 PM,14,Saturday,17,1,1,17,36,low
11:00:00 PM,14,Saturday,15,0,0,16,31,low
11:30:00 PM,14,Saturday,14,5,1,12,32,low
12:30:00 AM,15,Sunday,13,0,1,12,26,low
1:15:00 AM,15,Sunday,17,3,1,17,38,low
2:15:00 AM,15,Sunday,18,1,0,16,35,low
2:45:00 AM,15,Sunday,10,1,1,12,24,low
4:15:00 AM,15,Sunday,61,26,1,16,104,low
4:30:00 AM,15,Sunday,72,26,6,4,108,low
5:00:00 AM,15,Sunday,75,1,8,10,94,low
5:15:00 AM,15,Sunday,75,1,7,9,92,low
5:30:00 AM,15,Sunday,93,5,4,1,103,low
6:00:00 AM,15,Sunday,111,18,41,2,172,heavy
6:15:00 AM,15,Sunday,114,27,46,0,187,heavy
6:30:00 AM,15,Sunday,139,19,50,2,210,heavy
6:45:00 AM,15,Sunday,109,14,38,1,162,high
7:15:00 AM,15,Sunday,150,13,31,4,198,heavy
7:30:00 AM,15,Sunday,122,13,47,3,185,heavy
7:45:00 AM,15,Sunday,114,24,46,2,186,heavy
8:00:00 AM,15,Sunday,119,36,41,0,196,heavy
8:15:00 AM,15,Sunday,108,35,39,0,182,heavy
8:30:00 AM,15,Sunday,113,18,28,1,160,high
8:45:00 AM,15,Sunday,118,36,37,0,191,heavy
9:00:00 AM,15,Sunday,113,35,48,3,199,heavy
9:45:00 AM,15,Sunday,37,5,13,11,66,low
10:00:00 AM,15,Sunday,82,17,31,20,150,high
1:15:00 PM,15,Sunday,112,15,40,10,177,heavy
2:30:00 PM,15,Sunday,94,20,35,17,166,high
3:30:00 PM,15,Sunday,21,30,5,5,61,low
3:45:00 PM,15,Sunday,49,16,9,12,86,low
4:00:00 PM,15,Sunday,129,28,40,6,203,heavy
4:15:00 PM,15,Sunday,141,18,28,8,195,heavy
4:30:00 PM,15,Sunday,131,14,43,7,195,heavy
4:45:00 PM,15,Sunday,105,38,23,5,171,heavy
5:00:00 PM,15,Sunday,125,35,37,5,202,heavy
5:15:00 PM,15,Sunday,127,36,42,9,214,heavy
5:30:00 PM,15,Sunday,129,22,25,9,185,heavy
5:45:00 PM,15,Sunday,121,39,47,8,215,heavy
6:00:00 PM,15,Sunday,138,29,42,9,218,heavy
6:15:00 PM,15,Sunday,119,26,21,5,171,heavy
6:30:00 PM,15,Sunday,138,17,48,8,211,heavy
6:45:00 PM,15,Sunday,72,12,14,32,130,high
8:30:00 PM,15,Sunday,59,23,10,35,127,high
10:00:00 PM,15,Sunday,20,3,0,16,39,low
11:45:00 PM,15,Sunday,11,0,1,11,23,low
1:45:00 AM,16,Monday,19,4,0,17,40,low
4:15:00 AM,16,Monday,61,4,5,17,87,low
4:30:00 AM,16,Monday,91,8,6,2,107,low
4:45:00 AM,16,Monday,94,4,5,2,105,low
5:30:00 AM,16,Monday,91,2,3,5,101,low
6:00:00 AM,16,Monday,134,15,42,5,196,heavy
6:15:00 AM,16,Monday,121,35,39,4,199,heavy
6:30:00 AM,16,Monday,118,40,40,3,201,heavy
6:45:00 AM,16,Monday,115,17,40,1,173,heavy
7:00:00 AM,16,Monday,106,22,37,0,165,high
7:15:00 AM,16,Monday,147,26,40,0,213,heavy
7:30:00 AM,16,Monday,102,13,31,2,148,high
8:00:00 AM,16,Monday,130,40,31,2,203,heavy
8:15:00 AM,16,Monday,102,17,33,0,152,high
8:30:00 AM,16,Monday,105,13,48,5,171,heavy
8:45:00 AM,16,Monday,129,24,25,0,178,heavy
9:00:00 AM,16,Monday,117,11,45,0,173,heavy
9:30:00 AM,16,Monday,80,14,35,18,147,high
10:00:00 AM,16,Monday,18,15,9,15,57,low
10:30:00 AM,16,Monday,37,18,8,16,79,low
10:45:00 AM,16,Monday,10,7,5,14,36,low
1:30:00 PM,16,Monday,20,17,9,5,51,low
1:45:00 PM,16,Monday,70,22,38,7,137,high
2:15:00 PM,16,Monday,23,13,12,6,54,low
3:15:00 PM,16,Monday,74,18,37,11,140,high
3:30:00 PM,16,Monday,62,15,8,11,96,low
4:00:00 PM,16,Monday,111,32,43,5,191,heavy
4:15:00 PM,16,Monday,145,12,41,6,204,heavy
4:30:00 PM,16,Monday,139,11,20,7,177,heavy
4:45:00 PM,16,Monday,129,40,31,10,210,heavy
5:00:00 PM,16,Monday,128,22,28,8,186,heavy
5:30:00 PM,16,Monday,127,32,29,7,195,heavy
5:45:00 PM,16,Monday,120,35,44,8,207,heavy
6:00:00 PM,16,Monday,106,11,41,7,165,high
6:15:00 PM,16,Monday,114,40,31,5,190,heavy
6:45:00 PM,16,Monday,110,25,19,34,188,heavy
8:00:00 PM,16,Monday,70,16,19,33,138,high
9:00:00 PM,16,Monday,73,16,14,34,137,high
9:30:00 PM,16,Monday,54,20,10,9,93,low
9:45:00 PM,16,Monday,90,6,18,32,146,high
10:15:00 PM,16,Monday,12,1,0,11,24,low
10:45:00 PM,16,Monday,13,5,1,12,31,low
11:15:00 PM,16,Monday,18,4,0,11,33,low
11:45:00 PM,16,Monday,10,4,1,12,27,low
12:30:00 AM,17,Tuesday,15,2,1,15,33,low
2:00:00 AM,17,Tuesday,13,5,0,17,35,low
3:00:00 AM,17,Tuesday,14,0,0,16,30,low
4:15:00 AM,17,Tuesday,62,20,4,18,104,low
4:30:00 AM,17,Tuesday,50,13,2,14,79,low
5:15:00 AM,17,Tuesday,68,10,8,1,87,low
6:00:00 AM,17,Tuesday,106,13,39,1,159,high
6:15:00 AM,17,Tuesday,105,32,47,4,188,heavy
6:30:00 AM,17,Tuesday,150,19,34,4,207,heavy
6:45:00 AM,17,Tuesday,137,38,39,2,216,heavy
7:00:00 AM,17,Tuesday,113,11,32,1,157,high
7:15:00 AM,17,Tuesday,117,30,26,5,178,heavy
7:30:00 AM,17,Tuesday,130,10,37,1,178,heavy
7:45:00 AM,17,Tuesday,150,32,31,1,214,heavy
8:00:00 AM,17,Tuesday,146,10,30,3,189,heavy
8:15:00 AM,17,Tuesday,123,24,46,2,195,heavy
8:30:00 AM,17,Tuesday,110,24,26,4,164,high
8:45:00 AM,17,Tuesday,111,33,31,2,177,heavy
9:00:00 AM,17,Tuesday,132,18,32,2,184,heavy
1:15:00 PM,17,Tuesday,7,16,11,14,48,low
1:45:00 PM,17,Tuesday,42,25,38,18,123,high
2:00:00 PM,17,Tuesday,82,13,28,5,128,high
3:00:00 PM,17,Tuesday,120,20,21,18,179,heavy
3:15:00 PM,17,Tuesday,114,11,39,10,174,heavy
3:30:00 PM,17,Tuesday,99,24,30,10,163,high
3:45:00 PM,17,Tuesday,78,18,30,8,134,high
4:15:00 PM,17,Tuesday,107,28,38,9,182,heavy
4:30:00 PM,17,Tuesday,123,28,24,10,185,heavy
4:45:00 PM,17,Tuesday,126,15,28,6,175,heavy
5:00:00 PM,17,Tuesday,147,28,23,5,203,heavy
5:15:00 PM,17,Tuesday,100,21,33,7,161,high
5:45:00 PM,17,Tuesday,130,34,30,6,200,heavy
6:00:00 PM,17,Tuesday,118,40,29,10,197,heavy
6:15:00 PM,17,Tuesday,113,38,44,9,204,heavy
6:30:00 PM,17,Tuesday,117,29,29,9,184,heavy
6:45:00 PM,17,Tuesday,106,12,20,32,170,heavy
7:45:00 PM,17,Tuesday,66,6,12,33,117,high
12:30:00 AM,18,Wednesday,20,5,0,10,35,low
3:15:00 AM,18,Wednesday,14,5,0,17,36,low
3:45:00 AM,18,Wednesday,19,0,0,18,37,low
5:45:00 AM,18,Wednesday,50,4,6,13,73,low
6:00:00 AM,18,Wednesday,128,11,46,4,189,heavy
6:15:00 AM,18,Wednesday,129,39,43,0,211,heavy
6:30:00 AM,18,Wednesday,129,27,38,0,194,heavy
7:00:00 AM,18,Wednesday,141,15,21,5,182,heavy
7:15:00 AM,18,Wednesday,120,22,29,1,172,heavy
7:30:00 AM,18,Wednesday,141,24,47,4,216,heavy
7:45:00 AM,18,Wednesday,149,24,33,1,207,heavy
8:00:00 AM,18,Wednesday,140,40,36,1,217,heavy
8:15:00 AM,18,Wednesday,140,20,36,0,196,heavy
8:30:00 AM,18,Wednesday,107,13,31,4,155,high
8:45:00 AM,18,Wednesday,141,15,32,4,192,heavy
9:00:00 AM,18,Wednesday,120,27,38,4,189,heavy
10:15:00 AM,18,Wednesday,54,10,30,28,122,high
1:30:00 PM,18,Wednesday,96,23,31,14,164,high
2:00:00 PM,18,Wednesday,96,22,36,5,159,high
2:30:00 PM,18,Wednesday,114,21,32,5,172,heavy
2:45:00 PM,18,Wednesday,74,27,34,10,145,high
3:00:00 PM,18,Wednesday,14,16,9,14,53,low
3:15:00 PM,18,Wednesday,84,30,26,10,150,high
4:00:00 PM,18,Wednesday,110,15,46,5,176,heavy
4:15:00 PM,18,Wednesday,138,39,31,7,215,heavy
4:30:00 PM,18,Wednesday,118,32,32,10,192,heavy
5:15:00 PM,18,Wednesday,104,29,32,7,172,heavy
5:30:00 PM,18,Wednesday,134,39,21,9,203,heavy
5:45:00 PM,18,Wednesday,107,15,48,5,175,heavy
6:00:00 PM,18,Wednesday,139,25,43,7,214,heavy
6:15:00 PM,18,Wednesday,128,20,20,6,174,heavy
6:30:00 PM,18,Wednesday,101,13,47,10,171,heavy
7:15:00 PM,18,Wednesday,51,23,15,13,102,low
8:30:00 PM,18,Wednesday,105,25,11,35,176,heavy
8:45:00 PM,18,Wednesday,74,9,13,6,102,low
9:15:00 PM,18,Wednesday,57,14,11,33,115,high
9:45:00 PM,18,Wednesday,105,14,16,33,168,heavy
11:15:00 PM,18,Wednesday,13,1,1,18,33,low
12:00:00 AM,19,Thursday,13,5,0,12,30,low
12:15:00 AM,19,Thursday,18,5,0,12,35,low
12:45:00 AM,19,Thursday,14,2,0,15,31,low
1:00:00 AM,19,Thursday,16,3,0,15,34,low
1:30:00 AM,19,Thursday,17,5,0,18,40,low
2:45:00 AM,19,Thursday,15,4,0,14,33,low
3:00:00 AM,19,Thursday,12,3,1,13,29,low
3:45:00 AM,19,Thursday,12,0,1,13,26,low
4:00:00 AM,19,Thursday,18,2,0,16,36,low
5:00:00 AM,19,Thursday,88,3,6,4,101,low
6:00:00 AM,19,Thursday,107,26,31,2,166,high
6:15:00 AM,19,Thursday,103,11,35,5,154,high
6:30:00 AM,19,Thursday,145,13,33,3,194,heavy
6:45:00 AM,19,Thursday,143,22,37,4,206,heavy
7:00:00 AM,19,Thursday,113,38,50,3,204,heavy
7:15:00 AM,19,Thursday,149,10,47,3,209,heavy
7:30:00 AM,19,Thursday,132,33,35,2,202,heavy
7:45:00 AM,19,Thursday,119,40,41,2,202,heavy
8:00:00 AM,19,Thursday,133,31,27,2,193,heavy
8:15:00 AM,19,Thursday,140,20,44,4,208,heavy
8:30:00 AM,19,Thursday,140,34,31,1,206,heavy
8:45:00 AM,19,Thursday,128,37,50,2,217,heavy
9:00:00 AM,19,Thursday,132,11,24,3,170,heavy
9:45:00 AM,19,Thursday,99,14,33,14,160,high
10:00:00 AM,19,Thursday,10,1,13,7,31,low
10:15:00 AM,19,Thursday,74,21,29,26,150,high
10:45:00 AM,19,Thursday,50,17,38,24,129,high
1:30:00 PM,19,Thursday,24,20,7,9,60,low
2:00:00 PM,19,Thursday,52,13,15,10,90,low
4:00:00 PM,19,Thursday,133,10,46,10,199,heavy
4:15:00 PM,19,Thursday,104,31,37,6,178,heavy
4:30:00 PM,19,Thursday,100,38,36,9,183,heavy
4:45:00 PM,19,Thursday,127,25,37,5,194,heavy
5:00:00 PM,19,Thursday,118,32,48,6,204,heavy
5:15:00 PM,19,Thursday,147,19,31,8,205,heavy
5:30:00 PM,19,Thursday,123,36,34,5,198,heavy
6:00:00 PM,19,Thursday,121,16,42,8,187,heavy
6:15:00 PM,19,Thursday,119,38,47,7,211,heavy
6:30:00 PM,19,Thursday,132,30,41,6,209,heavy
6:45:00 PM,19,Thursday,52,6,12,18,88,low
7:15:00 PM,19,Thursday,50,16,20,31,117,high
7:45:00 PM,19,Thursday,66,11,18,34,129,high
8:15:00 PM,19,Thursday,56,23,10,18,107,low
8:45:00 PM,19,Thursday,60,18,11,16,105,low
9:30:00 PM,19,Thursday,78,20,11,35,144,high
10:00:00 PM,19,Thursday,18,1,0,10,29,low
10:30:00 PM,19,Thursday,12,4,1,18,35,low
11:15:00 PM,19,Thursday,14,4,0,15,33,low
11:30:00 PM,19,Thursday,15,4,0,17,36,low
12:15:00 AM,20,Friday,14,4,1,12,31,low
12:30:00 AM,20,Friday,16,2,0,15,33,low
12:45:00 AM,20,Friday,13,4,1,14,32,low
1:30:00 AM,20,Friday,18,4,0,18,40,low
1:45:00 AM,20,Friday,18,1,1,12,32,low
3:45:00 AM,20,Friday,15,4,1,16,36,low
4:15:00 AM,20,Friday,61,5,3,14,83,low
4:30:00 AM,20,Friday,27,15,6,10,58,low
4:45:00 AM,20,Friday,74,11,5,15,105,low
5:00:00 AM,20,Friday,70,6,7,14,97,low
5:15:00 AM,20,Friday,33,6,0,11,50,low
5:30:00 AM,20,Friday,29,12,1,13,55,low
5:45:00 AM,20,Friday,69,5,7,10,91,low
6:00:00 AM,20,Friday,41,16,7,15,79,low
6:15:00 AM,20,Friday,35,11,5,11,62,low
6:30:00 AM,20,Friday,25,9,6,14,54,low
6:45:00 AM,20,Friday,65,15,1,11,92,low
7:00:00 AM,20,Friday,66,6,3,14,89,low
7:15:00 AM,20,Friday,27,6,5,15,53,low
7:30:00 AM,20,Friday,75,6,1,10,92,low
7:45:00 AM,20,Friday,54,11,4,12,81,low
8:00:00 AM,20,Friday,54,18,3,12,87,low
8:15:00 AM,20,Friday,69,8,0,14,91,low
8:30:00 AM,20,Friday,52,19,6,10,87,low
8:45:00 AM,20,Friday,66,8,0,12,86,low
9:00:00 AM,20,Friday,54,11,0,13,78,low
9:15:00 AM,20,Friday,151,48,15,3,217,heavy
9:30:00 AM,20,Friday,170,62,18,2,252,heavy
9:45:00 AM,20,Friday,134,59,11,3,207,heavy
10:00:00 AM,20,Friday,166,63,22,1,252,heavy
10:15:00 AM,20,Friday,173,64,10,2,249,heavy
10:30:00 AM,20,Friday,176,45,22,2,245,heavy
10:45:00 AM,20,Friday,162,59,27,1,249,heavy
11:00:00 AM,20,Friday,171,46,15,3,235,heavy
11:15:00 AM,20,Friday,158,44,26,2,230,heavy
11:30:00 AM,20,Friday,151,64,16,0,231,heavy
11:45:00 AM,20,Friday,162,65,14,3,244,heavy
12:00:00 PM,20,Friday,179,44,23,1,247,heavy
12:15:00 PM,20,Friday,175,59,11,3,248,heavy
12:30:00 PM,20,Friday,173,63,13,2,251,heavy
12:45:00 PM,20,Friday,144,66,11,3,224,heavy
1:00:00 PM,20,Friday,132,68,22,4,226,heavy
1:15:00 PM,20,Friday,161,50,10,0,221,heavy
1:30:00 PM,20,Friday,151,56,29,1,237,heavy
1:45:00 PM,20,Friday,168,59,24,1,252,heavy
2:00:00 PM,20,Friday,144,65,20,3,232,heavy
2:15:00 PM,20,Friday,179,63,12,2,256,heavy
2:30:00 PM,20,Friday,161,56,12,4,233,heavy
2:45:00 PM,20,Friday,134,67,12,1,214,heavy
3:00:00 PM,20,Friday,140,70,23,4,237,heavy
4:45:00 PM,20,Friday,50,26,9,1,86,low
5:00:00 PM,20,Friday,55,28,5,0,88,low
6:45:00 PM,20,Friday,65,20,2,0,87,low
7:00:00 PM,20,Friday,60,21,2,1,84,low
7:15:00 PM,20,Friday,36,8,3,9,56,low
7:30:00 PM,20,Friday,39,5,4,11,59,low
7:45:00 PM,20,Friday,26,8,3,0,37,low
8:00:00 PM,20,Friday,23,4,0,5,32,low
8:15:00 PM,20,Friday,50,2,0,4,56,low
8:30:00 PM,20,Friday,30,2,3,1,36,low
8:45:00 PM,20,Friday,48,10,4,2,64,low
9:00:00 PM,20,Friday,39,6,6,1,52,low
9:15:00 PM,20,Friday,47,10,3,9,69,low
9:30:00 PM,20,Friday,26,3,5,3,37,low
9:45:00 PM,20,Friday,25,6,3,9,43,low
10:00:00 PM,20,Friday,19,1,0,11,31,low
10:45:00 PM,20,Friday,14,5,0,11,30,low
11:30:00 PM,20,Friday,18,5,1,11,35,low
12:30:00 AM,21,Sunday,16,3,0,14,33,low
1:00:00 AM,21,Sunday,20,0,1,17,38,low
1:45:00 AM,21,Sunday,19,1,0,14,34,low
2:45:00 AM,21,Sunday,12,2,1,10,25,low
3:30:00 AM,21,Sunday,14,1,1,12,28,low
5:00:00 AM,21,Sunday,87,7,7,4,105,low
