Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
28,6,19,0,0,17,36,2
28,6,15,0,0,30,45,2
28,6,10,2,0,31,43,2
28,6,18,3,0,17,38,2
28,6,97,22,4,18,141,2
28,6,111,12,9,17,149,2
28,6,108,10,5,17,140,2
28,6,74,24,10,20,128,2
28,6,114,4,8,20,146,2
28,6,91,16,5,11,123,2
28,6,66,3,9,19,97,2
28,6,104,32,23,5,164,2
28,6,128,18,31,3,180,4
28,6,127,24,27,0,178,4
28,6,130,31,22,0,183,4
28,6,108,13,38,1,160,3
28,6,116,22,37,2,177,4
28,6,143,28,27,4,202,4
28,6,118,32,21,5,176,4
28,6,121,35,32,0,188,4
28,6,109,28,39,2,178,4
28,6,135,11,23,5,174,4
28,6,100,30,29,2,161,3
28,6,138,32,26,4,200,4
28,6,29,9,21,23,82,2
28,6,36,17,7,30,90,2
28,6,42,9,37,28,116,3
28,6,80,6,12,6,104,1
28,6,37,21,28,6,92,2
28,6,44,17,27,30,118,3
28,6,25,12,13,5,55,1
28,6,36,9,9,30,84,2
28,6,63,7,10,29,109,2
28,6,20,5,13,22,60,2
28,6,53,8,6,23,90,2
28,6,41,7,5,26,79,2
28,6,36,9,13,29,87,2
28,6,65,10,8,22,105,2
28,6,55,6,5,27,93,2
28,6,63,8,15,30,116,3
28,6,19,26,32,18,95,2
28,6,84,11,11,9,115,2
28,6,110,23,34,9,176,4
28,6,46,20,18,5,89,2
28,6,67,12,10,20,109,2
28,6,42,25,20,19,106,2
28,6,87,17,18,6,128,2
28,6,45,24,31,11,111,2
28,6,80,26,35,6,147,3
28,6,83,18,6,15,122,2
28,6,68,19,15,11,113,2
28,6,101,37,48,9,195,4
28,6,149,32,29,10,220,4
28,6,136,21,33,9,199,4
28,6,105,20,23,7,155,2
28,6,125,12,20,8,165,2
28,6,125,14,26,5,170,4
28,6,118,28,23,8,177,4
28,6,114,32,45,6,197,4
28,6,123,37,46,8,214,4
28,6,115,23,22,7,167,2
28,6,111,25,35,10,181,4
28,6,66,8,11,9,94,1
28,6,103,12,17,23,155,3
28,6,94,14,14,24,146,3
28,6,105,23,15,18,161,2
28,6,53,22,14,35,124,3
28,6,74,10,12,32,128,3
28,6,71,24,15,26,136,3
28,6,61,21,15,32,129,3
28,6,101,25,18,8,152,2
28,6,104,22,10,14,150,2
28,6,79,20,15,18,132,2
28,6,70,20,11,14,115,2
28,6,74,16,14,34,138,3
28,6,20,5,0,21,46,2
28,6,16,0,0,36,52,2
28,6,14,3,0,20,37,2
28,6,14,1,1,30,46,2
28,6,17,0,1,12,30,1
28,6,14,0,0,14,28,2
28,6,18,5,0,40,63,2
28,6,17,2,0,18,37,2
29,7,14,1,1,35,51,2
29,7,14,2,1,26,43,2
29,7,16,0,1,37,54,2
29,7,14,4,1,32,51,2
29,7,19,5,0,12,36,1
29,7,11,0,1,31,43,2
29,7,12,0,0,32,44,2
29,7,12,3,0,32,47,2
29,7,18,4,1,31,54,2
29,7,17,4,1,20,42,2
29,7,17,0,0,22,39,2
29,7,19,2,1,12,34,1
29,7,18,2,1,19,40,2
29,7,19,5,0,26,50,2
29,7,19,5,1,35,60,2
29,7,18,0,0,20,38,2
29,7,16,0,0,30,46,2
29,7,114,30,9,7,160,2
29,7,102,17,2,14,135,2
29,7,55,4,7,13,79,2
29,7,82,2,4,14,102,2
29,7,66,16,9,19,110,2
29,7,86,5,1,13,105,2
29,7,108,24,2,19,153,2
29,7,112,30,26,0,168,4
29,7,147,31,46,0,224,4
29,7,116,20,40,2,178,4
29,7,138,13,21,5,177,4
29,7,132,25,40,2,199,4
29,7,124,14,31,4,173,4
29,7,106,27,25,1,159,2
29,7,104,24,29,5,162,3
29,7,140,31,21,4,196,4
29,7,121,35,37,3,196,4
29,7,135,23,37,5,200,4
29,7,149,20,30,5,204,4
29,7,117,14,39,0,170,4
29,7,39,8,23,13,83,2
29,7,40,14,18,21,93,2
29,7,49,1,35,18,103,2
29,7,38,12,35,25,110,2
29,7,26,15,25,6,72,2
29,7,93,14,10,25,142,3
29,7,54,24,37,20,135,3
29,7,32,6,10,23,71,2
29,7,43,7,12,23,85,2
29,7,23,6,15,20,64,2
29,7,26,5,8,25,64,2
29,7,55,7,8,27,97,2
29,7,70,10,8,25,113,3
29,7,66,10,3,29,108,2
29,7,66,7,15,26,114,3
29,7,46,6,7,21,80,2
29,7,47,26,6,20,99,2
29,7,75,20,7,11,113,2
29,7,76,29,15,19,139,2
29,7,56,14,38,12,120,3
29,7,19,26,36,17,98,2
29,7,29,18,10,9,66,1
29,7,15,12,18,15,60,2
29,7,53,27,27,17,124,3
29,7,95,22,28,9,154,3
29,7,27,27,32,10,96,2
29,7,68,28,31,15,142,3
29,7,120,14,25,8,167,2
29,7,144,28,24,8,204,4
29,7,112,31,43,8,194,4
29,7,149,28,20,10,207,4
29,7,131,29,34,8,202,4
29,7,104,31,41,9,185,4
29,7,141,30,27,7,205,4
29,7,117,10,47,9,183,4
29,7,112,13,37,6,168,4
29,7,127,40,39,8,214,4
29,7,131,15,31,6,183,4
29,7,66,8,10,11,95,1
29,7,61,23,18,34,136,3
29,7,55,25,13,26,119,3
29,7,85,23,20,6,134,2
29,7,75,20,19,19,133,2
29,7,58,17,20,22,117,3
29,7,60,23,11,26,120,3
29,7,80,21,11,7,119,2
29,7,74,9,14,35,132,3
29,7,57,14,11,16,98,2
29,7,73,9,13,5,100,1
29,7,80,25,19,26,150,3
29,7,82,13,12,21,128,3
29,7,15,4,0,27,46,2
29,7,20,2,0,29,51,2
29,7,12,2,0,39,53,2
29,7,10,4,1,13,28,2
29,7,16,0,1,29,46,2
29,7,18,0,0,34,52,2
29,7,11,5,1,19,36,2
29,7,16,1,0,12,29,1
30,1,13,3,1,12,29,1
30,1,19,2,0,22,43,2
30,1,13,3,0,39,55,2
30,1,12,0,0,24,36,2
30,1,10,3,1,12,26,1
30,1,11,4,0,38,53,2
30,1,18,4,0,31,53,2
30,1,19,1,0,34,54,2
30,1,18,1,0,27,46,2
30,1,13,0,0,26,39,2
30,1,12,2,0,35,49,2
30,1,15,4,0,12,31,1
30,1,10,5,0,33,48,2
30,1,14,0,0,15,29,2
30,1,16,0,0,16,32,2
30,1,15,3,1,26,45,2
30,1,20,4,0,34,58,2
30,1,82,20,10,11,123,2
30,1,99,7,3,6,115,2
30,1,74,29,9,4,116,2
30,1,94,1,1,14,110,2
30,1,63,12,10,17,102,2
30,1,101,4,3,12,120,2
30,1,106,9,3,10,128,2
30,1,112,15,24,1,152,2
30,1,148,26,25,0,199,4
30,1,115,20,31,3,169,4
30,1,125,11,24,0,160,2
30,1,140,38,38,0,216,4
30,1,150,17,35,5,207,4
30,1,149,11,42,2,204,4
30,1,150,22,38,3,213,4
30,1,147,32,25,4,208,4
30,1,138,39,45,4,226,4
30,1,149,16,49,1,215,4
30,1,139,10,50,2,201,4
30,1,109,25,49,2,185,4
30,1,84,24,12,28,148,3
30,1,38,8,6,5,57,1
30,1,45,16,6,21,88,2
30,1,57,4,36,14,111,2
30,1,84,12,6,28,130,3
30,1,55,25,33,21,134,3
30,1,14,15,5,21,55,2
30,1,26,8,11,20,65,2
30,1,60,10,9,27,106,2
30,1,34,6,7,25,72,2
30,1,22,9,8,26,65,2
30,1,59,10,11,30,110,2
30,1,48,6,14,28,96,2
30,1,46,9,11,23,89,2
30,1,37,9,8,20,74,2
30,1,67,9,11,21,108,2
30,1,32,19,39,9,99,2
30,1,63,12,22,5,102,2
30,1,32,29,25,11,97,2
30,1,83,22,40,20,165,3
30,1,40,14,31,19,104,2
30,1,101,22,39,19,181,4
30,1,62,29,31,11,133,3
30,1,20,19,25,8,72,2
30,1,42,22,5,9,78,1
30,1,37,17,12,16,82,2
30,1,95,12,20,15,142,2
30,1,137,14,41,10,202,4
30,1,122,21,20,10,173,4
30,1,104,19,39,9,171,4
30,1,147,21,40,9,217,4
30,1,105,38,34,7,184,4
30,1,124,23,46,5,198,4
30,1,135,18,20,5,178,4
30,1,107,35,23,8,173,4
30,1,109,21,24,10,164,2
30,1,136,32,26,8,202,4
30,1,134,23,49,8,214,4
30,1,90,20,11,25,146,3
30,1,104,5,16,16,141,2
30,1,60,21,13,6,100,1
30,1,104,22,11,13,150,2
30,1,54,23,10,25,112,3
30,1,68,6,15,34,123,3
30,1,88,13,19,19,139,2
30,1,64,22,16,16,118,2
30,1,58,24,14,24,120,3
30,1,67,19,12,9,107,1
30,1,73,20,18,7,118,2
30,1,109,25,16,20,170,4
30,1,63,15,11,23,112,3
30,1,19,4,1,26,50,2
30,1,15,1,0,34,50,2
30,1,15,5,1,14,35,2
30,1,19,3,1,33,56,2
30,1,18,4,0,11,33,1
30,1,14,1,0,27,42,2
30,1,19,0,0,37,56,2
30,1,19,0,0,29,48,2
31,2,18,1,0,30,49,2
31,2,19,3,0,18,40,2
31,2,15,2,1,34,52,2
31,2,17,0,1,14,32,2
31,2,12,0,0,33,45,2
31,2,20,0,1,20,41,2
31,2,10,2,0,18,30,2
31,2,13,3,0,31,47,2
31,2,10,0,1,38,49,2
31,2,19,1,1,28,49,2
31,2,19,4,0,16,39,2
31,2,16,1,0,15,32,2
31,2,17,1,0,34,52,2
31,2,19,1,0,21,41,2
31,2,10,1,0,39,50,2
31,2,16,4,0,15,35,2
31,2,13,0,0,16,29,2
31,2,98,5,1,17,121,2
31,2,65,10,3,8,86,1
31,2,98,17,0,20,135,2
31,2,60,20,5,6,91,1
31,2,110,18,10,11,149,2
31,2,70,13,4,13,100,2
31,2,96,12,7,17,132,2
31,2,129,31,36,1,197,4
31,2,146,28,47,3,224,4
31,2,137,23,27,0,187,4
31,2,131,28,24,0,183,4
31,2,134,10,44,0,188,4
31,2,109,25,24,0,158,2
31,2,108,35,22,3,168,4
31,2,146,14,37,2,199,4
31,2,147,21,41,5,214,4
31,2,110,34,35,0,179,4
31,2,110,40,50,2,202,4
31,2,123,12,22,3,160,2
31,2,145,25,20,5,195,4
31,2,82,15,16,29,142,3
31,2,62,2,7,22,93,2
31,2,92,8,11,21,132,3
31,2,35,22,22,18,97,2
31,2,66,25,13,13,117,2
31,2,50,2,25,12,89,2
31,2,50,22,24,7,103,2
31,2,50,8,5,24,87,2
31,2,55,5,5,21,86,2
31,2,51,10,14,24,99,2
31,2,34,8,14,21,77,2
31,2,25,7,5,20,57,2
31,2,59,7,9,21,96,2
31,2,38,10,9,24,81,2
31,2,70,10,9,23,112,3
31,2,63,8,13,22,106,2
31,2,6,24,12,13,55,2
31,2,108,17,16,16,157,2
31,2,41,20,32,12,105,2
31,2,54,10,20,9,93,2
31,2,60,19,14,7,100,1
31,2,102,11,9,11,133,2
31,2,50,24,30,5,109,2
31,2,25,24,19,10,78,2
31,2,90,25,18,20,153,2
31,2,86,13,27,11,137,3
31,2,44,19,17,9,89,2
31,2,126,24,35,8,193,4
31,2,146,26,42,9,223,2
31,2,117,28,33,10,188,4
31,2,144,36,49,10,239,4
31,2,137,19,23,9,188,4
31,2,118,19,48,5,190,4
31,2,119,27,28,8,182,4
31,2,149,26,43,5,223,2
31,2,117,34,36,10,197,4
31,2,124,30,44,10,208,4
31,2,141,36,48,5,230,4
31,2,78,6,11,28,123,3
31,2,102,23,16,24,165,3
31,2,104,18,18,23,163,3
31,2,95,9,19,7,130,2
31,2,105,13,12,20,150,2
31,2,100,18,16,34,168,4
31,2,80,14,20,15,129,2
31,2,86,8,19,7,120,2
31,2,108,20,14,15,157,2
31,2,69,13,13,8,103,1
31,2,64,14,10,6,94,1
31,2,71,14,17,10,112,2
31,2,61,9,18,24,112,3
31,2,11,4,0,31,46,2
31,2,17,5,0,14,36,2
31,2,15,5,0,18,38,2
31,2,14,2,0,40,56,2
31,2,12,2,1,28,43,2
31,2,18,0,1,40,59,2
31,2,14,5,0,13,32,2
31,2,18,1,0,26,45,2
1,3,14,0,0,34,48,2
1,3,17,5,0,23,45,2
1,3,19,1,1,18,39,2
1,3,15,5,1,12,33,1
1,3,13,2,1,26,42,2
1,3,15,3,0,32,50,2
1,3,15,0,1,13,29,2
1,3,18,5,1,12,36,1
1,3,17,1,0,29,47,2
1,3,10,4,0,19,33,2
1,3,15,0,0,18,33,2
1,3,11,0,0,35,46,2
1,3,20,5,1,34,60,2
1,3,15,5,1,32,53,2
1,3,16,4,1,37,58,2
1,3,14,1,0,12,27,1
1,3,16,4,0,18,38,2
1,3,56,21,3,0,80,1
1,3,78,11,10,18,117,2
1,3,82,29,0,20,131,2
1,3,102,15,2,7,126,2
1,3,69,14,6,18,107,2
1,3,87,24,6,19,136,2
1,3,84,16,10,5,115,2
1,3,109,38,34,5,186,4
1,3,147,38,23,3,211,4
1,3,135,19,48,5,207,4
1,3,101,23,41,5,170,4
1,3,138,21,28,1,188,4
1,3,136,20,32,1,189,4
1,3,123,19,25,5,172,4
1,3,108,30,46,5,189,4
1,3,128,15,43,5,191,4
1,3,129,37,41,1,208,4
1,3,127,18,28,3,176,4
1,3,142,37,46,3,228,4
1,3,149,26,46,1,222,4
1,3,77,13,7,23,120,3
1,3,37,16,13,29,95,2
1,3,79,8,16,12,115,2
1,3,97,2,16,7,122,2
1,3,22,8,31,8,69,2
1,3,31,23,19,12,85,2
1,3,49,22,16,5,92,2
1,3,32,5,3,21,61,2
1,3,40,6,11,28,85,2
1,3,42,6,10,21,79,2
1,3,37,9,7,25,78,2
1,3,45,5,5,24,79,2
1,3,64,10,4,28,106,2
1,3,33,8,6,23,70,2
1,3,34,6,12,27,79,2
1,3,40,9,5,20,74,2
1,3,64,19,22,12,117,2
1,3,108,24,34,7,173,4
1,3,108,17,33,7,165,3
1,3,50,23,21,11,105,2
1,3,16,21,10,16,63,2
1,3,91,22,34,8,155,3
1,3,89,19,37,18,163,3
1,3,108,12,23,8,151,2
1,3,73,29,23,7,132,2
1,3,76,28,39,14,157,3
1,3,19,15,20,17,71,2
1,3,102,37,48,9,196,4
1,3,115,36,41,8,200,4
1,3,142,23,23,6,194,4
1,3,134,15,29,8,186,4
1,3,146,18,49,9,222,4
1,3,126,24,48,9,207,4
1,3,138,18,27,6,189,4
1,3,129,13,43,6,191,4
1,3,127,35,23,10,195,4
1,3,144,20,22,7,193,4
1,3,117,19,31,7,174,4
1,3,87,10,13,16,126,2
1,3,87,6,18,30,141,3
1,3,97,18,10,24,149,3
1,3,71,21,14,12,118,2
1,3,96,24,18,10,148,2
1,3,90,7,17,31,145,3
1,3,74,6,12,34,126,3
1,3,59,7,15,20,101,2
1,3,87,11,16,28,142,3
1,3,62,22,20,20,124,2
1,3,71,16,14,9,110,1
1,3,98,9,15,18,140,2
1,3,93,8,10,16,127,2
1,3,17,4,0,36,57,2
1,3,16,1,1,29,47,2
1,3,15,2,0,10,27,1
1,3,10,3,1,23,37,2
1,3,12,4,0,31,47,2
1,3,20,1,1,24,46,2
1,3,11,0,1,23,35,2
1,3,14,1,1,17,33,2
2,4,12,5,1,38,56,2
2,4,15,4,1,29,49,2
2,4,12,4,0,40,56,2
2,4,11,5,0,22,38,2
2,4,14,5,1,21,41,2
2,4,14,3,0,39,56,2
2,4,10,4,1,11,26,1
2,4,11,0,0,16,27,2
2,4,12,3,0,39,54,2
2,4,11,0,1,36,48,2
2,4,16,2,0,35,53,2
2,4,17,3,1,36,57,2
2,4,13,1,1,13,28,2
2,4,14,5,0,19,38,2
2,4,17,5,1,15,38,2
2,4,19,3,0,13,35,2
2,4,19,3,1,12,35,1
2,4,54,15,10,8,87,1
2,4,107,0,1,2,110,1
2,4,116,20,5,14,155,2
2,4,78,2,4,9,93,1
2,4,111,22,0,12,145,2
2,4,85,27,7,17,136,2
2,4,95,5,9,20,129,2
2,4,143,33,27,1,204,4
2,4,133,40,37,0,210,4
2,4,123,37,34,4,198,4
2,4,133,34,36,1,204,4
2,4,101,20,42,4,167,2
2,4,145,10,37,0,192,4
2,4,141,39,40,5,225,4
2,4,134,12,22,2,170,4
2,4,126,10,26,4,166,3
2,4,136,22,31,0,189,4
2,4,128,26,42,4,200,4
2,4,106,12,28,4,150,3
2,4,140,27,36,2,205,4
2,4,40,20,37,28,125,3
2,4,13,25,33,12,83,2
2,4,18,22,26,10,76,2
2,4,59,5,36,12,112,3
2,4,48,9,30,14,101,2
2,4,77,23,14,20,134,2
2,4,17,13,13,27,70,2
2,4,36,5,14,25,80,2
2,4,60,10,3,28,101,2
2,4,34,5,4,29,72,2
2,4,63,5,6,20,94,2
2,4,48,10,13,23,94,2
2,4,44,5,5,21,75,2
2,4,62,5,14,23,104,2
2,4,38,8,15,27,88,2
2,4,26,6,9,29,70,2
2,4,78,23,16,13,130,2
2,4,116,21,22,17,176,4
2,4,94,13,11,16,134,2
2,4,52,19,26,10,107,2
2,4,70,13,12,10,105,1
2,4,34,17,21,14,86,2
2,4,16,18,40,6,80,2
2,4,24,20,15,17,76,2
2,4,21,15,33,12,81,2
2,4,100,10,18,7,135,2
2,4,117,22,11,5,155,2
2,4,145,30,40,8,223,2
2,4,113,38,45,7,203,4
2,4,110,31,37,7,185,4
2,4,126,15,26,6,173,4
2,4,100,15,29,7,151,3
2,4,147,28,29,10,214,4
2,4,146,22,50,10,228,4
2,4,148,23,27,5,203,4
2,4,149,17,41,9,216,4
2,4,136,32,41,7,216,4
2,4,101,22,33,9,165,3
2,4,87,18,13,34,152,3
2,4,50,21,14,9,94,1
2,4,63,23,19,34,139,3
2,4,73,9,11,5,98,1
2,4,78,13,20,25,136,3
2,4,71,22,12,14,119,2
2,4,80,17,11,15,123,2
2,4,62,21,10,35,128,3
2,4,100,17,16,33,166,3
2,4,95,15,18,9,137,2
2,4,102,14,15,34,165,3
2,4,68,12,15,32,127,3
2,4,74,5,19,5,103,2
2,4,15,4,1,21,41,2
2,4,16,0,1,24,41,2
2,4,12,0,0,12,24,1
2,4,12,5,0,23,40,2
2,4,15,2,1,14,32,2
2,4,10,3,0,23,36,2
2,4,16,2,0,35,53,2
2,4,13,3,0,22,38,2
3,5,13,0,0,32,45,2
3,5,11,1,0,27,39,2
3,5,17,1,0,32,50,2
3,5,11,2,0,17,30,2
3,5,14,1,1,11,27,1
3,5,17,2,0,33,52,2
3,5,15,2,1,38,56,2
3,5,13,4,1,24,42,2
3,5,11,5,1,11,28,1
3,5,12,3,0,22,37,2
3,5,15,1,0,26,42,2
3,5,13,0,1,34,48,2
3,5,17,5,0,15,37,2
3,5,20,3,1,26,50,2
3,5,18,4,0,30,52,2
3,5,12,1,1,19,33,2
3,5,20,0,0,12,32,1
3,5,29,10,0,12,51,1
3,5,39,20,1,10,70,1
3,5,76,9,7,13,105,2
3,5,33,17,0,13,63,2
3,5,64,14,1,12,91,1
3,5,44,7,1,11,63,1
3,5,53,8,4,15,80,2
3,5,75,6,7,13,101,2
3,5,60,11,4,10,85,1
3,5,35,14,2,14,65,2
3,5,75,20,6,15,116,2
3,5,27,10,2,12,51,1
3,5,61,20,7,14,102,2
3,5,72,20,5,15,112,2
3,5,43,18,6,14,81,2
3,5,54,10,4,14,82,2
3,5,30,12,1,14,57,2
3,5,72,8,6,12,98,1
3,5,55,17,7,15,94,2
3,5,36,20,0,13,69,2
3,5,168,55,10,0,233,4
3,5,135,61,28,2,226,4
3,5,168,68,27,2,265,4
3,5,139,44,16,1,200,4
3,5,156,63,12,3,234,4
3,5,141,51,27,3,222,4
3,5,144,44,16,3,207,4
3,5,132,65,23,0,220,4
3,5,180,48,17,2,247,4
3,5,140,67,20,4,231,4
3,5,163,62,12,0,237,4
3,5,148,70,15,0,233,4
3,5,134,47,22,3,206,4
3,5,162,51,13,0,226,4
3,5,136,49,15,1,201,4
3,5,147,52,26,0,225,4
3,5,174,54,25,1,254,4
3,5,135,69,20,1,225,4
3,5,142,55,21,1,219,4
3,5,144,59,14,2,219,4
3,5,180,49,17,0,246,4
3,5,153,59,20,4,236,4
3,5,139,43,27,3,212,4
3,5,179,60,12,0,251,4
3,5,76,21,6,1,104,1
3,5,59,25,19,1,104,2
3,5,51,20,12,1,84,1
3,5,78,24,19,2,123,2
3,5,50,24,11,0,85,1
3,5,59,25,8,0,92,1
3,5,90,21,0,0,111,1
3,5,79,26,21,2,128,2
3,5,56,21,4,1,82,1
3,5,70,25,11,2,108,1
3,5,54,27,21,2,104,2
3,5,53,22,13,2,90,1
3,5,59,27,5,2,93,1
3,5,63,30,21,0,114,2
3,5,87,21,16,0,124,2
3,5,71,26,19,1,117,2
3,5,32,5,5,13,55,2
3,5,36,6,7,2,51,1
3,5,35,10,0,2,47,1
3,5,40,10,5,10,65,1
3,5,44,6,1,3,54,1
3,5,40,6,1,3,50,1
3,5,45,2,7,7,61,1
3,5,44,2,6,5,57,1
3,5,33,4,4,5,46,1
3,5,22,5,3,13,43,2
3,5,33,5,5,1,44,1
3,5,10,0,0,29,39,2
3,5,19,3,1,35,58,2
3,5,10,4,0,30,44,2
3,5,12,3,1,25,41,2
3,5,12,1,0,40,53,2
3,5,20,2,0,19,41,2
3,5,18,4,1,11,34,1
3,5,19,1,1,37,58,2
4,6,13,2,0,25,40,2
4,6,16,4,1,15,36,2
4,6,10,4,1,16,31,2
4,6,18,3,0,19,40,2
4,6,15,5,0,10,30,1
4,6,14,2,1,22,39,2
4,6,15,0,0,15,30,2
4,6,17,5,0,21,43,2
4,6,14,0,1,12,27,1
4,6,10,1,0,11,22,1
4,6,18,5,0,18,41,2
4,6,12,4,0,11,27,1
4,6,17,0,1,30,48,2
4,6,20,1,0,28,49,2
4,6,19,5,1,38,63,2
4,6,15,0,0,36,51,2
4,6,10,2,0,30,42,2
4,6,74,4,4,13,95,2
4,6,96,29,6,17,148,2
4,6,109,16,6,12,143,2
4,6,113,6,9,10,138,2
4,6,90,24,8,20,142,2
4,6,106,19,10,17,152,2
4,6,96,7,6,4,113,2
4,6,102,21,42,3,168,4
4,6,140,35,50,0,225,4
4,6,105,33,29,4,171,4
4,6,134,26,27,1,188,4
4,6,123,35,45,1,204,4
4,6,128,31,26,0,185,4
4,6,105,32,43,0,180,4
4,6,137,13,31,5,186,4
4,6,148,37,46,2,233,4
4,6,105,14,35,2,156,3
4,6,148,17,42,5,212,4
4,6,116,22,30,3,171,4
4,6,143,28,46,1,218,4
4,6,30,24,13,13,80,2
4,6,74,23,35,10,142,3
4,6,67,5,36,17,125,3
4,6,59,11,33,25,128,3
4,6,34,21,39,16,110,2
4,6,72,24,10,9,115,2
4,6,73,12,32,5,122,3
4,6,26,8,8,24,66,2
4,6,47,5,7,28,87,2
4,6,33,10,6,29,78,2
4,6,39,8,13,20,80,2
4,6,36,5,14,22,77,2
4,6,53,9,15,25,102,2
4,6,37,9,10,30,86,2
4,6,54,8,4,27,93,2
4,6,20,8,15,26,69,2
4,6,47,29,28,9,113,3
4,6,51,27,10,20,108,2
4,6,114,11,40,20,185,4
4,6,73,13,19,9,114,2
4,6,28,19,27,5,79,2
4,6,105,20,20,11,156,2
4,6,68,24,15,14,121,2
4,6,112,16,30,11,169,4
4,6,120,30,28,15,193,4
4,6,38,27,12,18,95,2
4,6,94,17,14,15,140,2
4,6,107,28,45,8,188,4
4,6,100,16,49,7,172,4
4,6,145,15,20,9,189,4
4,6,133,17,22,8,180,4
4,6,117,36,41,10,204,4
4,6,113,26,26,8,173,4
4,6,101,20,21,9,151,2
4,6,149,33,45,10,237,4
4,6,134,35,26,7,202,4
4,6,106,11,45,9,171,4
4,6,121,37,34,6,198,4
4,6,97,13,11,15,136,2
4,6,91,17,18,29,155,3
4,6,57,16,13,19,105,2
4,6,110,10,10,20,150,2
4,6,71,14,17,30,132,3
4,6,89,25,20,24,158,3
4,6,87,16,15,14,132,2
4,6,106,12,16,9,143,2
4,6,78,10,19,20,127,2
4,6,61,10,16,27,114,3
4,6,74,19,15,24,132,3
4,6,56,20,11,25,112,3
4,6,106,22,16,18,162,2
4,6,10,1,1,12,24,1
4,6,12,4,1,33,50,2
4,6,16,4,0,16,36,2
4,6,18,1,0,18,37,2
4,6,19,2,0,36,57,2
4,6,18,4,1,35,58,2
4,6,17,0,0,31,48,2
4,6,18,1,0,16,35,2
5,7,15,4,0,37,56,2
5,7,11,5,0,14,30,2
5,7,11,5,0,22,38,2
5,7,12,2,1,37,52,2
5,7,18,1,1,34,54,2
5,7,19,1,0,11,31,1
5,7,11,4,1,26,42,2
5,7,18,3,0,28,49,2
5,7,12,4,1,37,54,2
5,7,11,1,1,29,42,2
5,7,19,5,1,29,54,2
5,7,18,4,0,11,33,1
5,7,16,4,0,29,49,2
5,7,19,4,1,33,57,2
5,7,15,3,1,12,31,1
5,7,16,4,1,28,49,2
5,7,11,4,0,20,35,2
5,7,93,4,1,16,114,2
5,7,114,12,7,18,151,2
5,7,56,7,5,20,88,2
5,7,92,23,3,19,137,2
5,7,99,6,6,7,118,2
5,7,108,14,6,9,137,2
5,7,66,20,2,16,104,2
5,7,147,26,44,5,222,4
5,7,139,27,29,1,196,4
5,7,119,31,36,5,191,4
5,7,114,30,21,2,167,2
5,7,103,27,21,4,155,2
5,7,105,17,29,4,155,3
5,7,124,29,41,1,195,4
5,7,118,19,34,1,172,4
5,7,101,37,32,0,170,4
5,7,109,11,48,1,169,4
5,7,143,12,23,3,181,4
5,7,143,40,30,0,213,4
5,7,128,16,34,0,178,4
5,7,14,25,14,16,69,2
5,7,99,10,11,15,135,2
5,7,67,1,22,14,104,2
5,7,42,2,29,9,82,2
5,7,92,3,33,21,149,3
5,7,91,16,28,9,144,3
5,7,25,9,10,28,72,2
5,7,37,5,12,29,83,2
5,7,55,6,12,29,102,2
5,7,49,8,8,26,91,2
5,7,69,9,3,20,101,2
5,7,38,6,6,24,74,2
5,7,40,8,12,21,81,2
5,7,53,5,3,20,81,2
5,7,21,8,4,28,61,2
5,7,24,7,4,20,55,2
5,7,47,24,24,9,104,2
5,7,90,30,32,8,160,3
5,7,120,21,22,14,177,4
5,7,120,12,40,13,185,4
5,7,66,14,21,7,108,2
5,7,89,24,12,6,131,2
5,7,80,17,16,5,118,2
5,7,114,21,10,9,154,2
5,7,94,20,7,10,131,2
5,7,70,18,28,5,121,3
5,7,56,17,15,8,96,1
5,7,141,15,20,6,182,4
5,7,150,19,46,7,222,4
5,7,119,37,22,8,186,4
5,7,144,14,44,5,207,4
5,7,110,25,46,6,187,4
5,7,138,15,31,10,194,4
5,7,140,35,41,5,221,4
5,7,103,24,28,8,163,3
5,7,142,27,30,5,204,4
5,7,149,13,22,9,193,4
5,7,126,40,39,8,213,4
5,7,78,15,14,28,135,3
5,7,102,15,11,29,157,3
5,7,96,22,20,12,150,2
5,7,110,24,15,14,163,2
5,7,97,22,17,13,149,2
5,7,53,19,11,18,101,2
5,7,82,8,17,29,136,3
5,7,91,24,18,29,162,3
5,7,102,6,14,35,157,3
5,7,109,6,15,18,148,2
5,7,78,16,13,27,134,3
5,7,66,12,16,33,127,3
5,7,100,17,15,22,154,3
5,7,15,1,1,25,42,2
5,7,16,1,0,33,50,2
5,7,19,4,0,26,49,2
5,7,10,0,1,34,45,2
5,7,14,0,0,28,42,2
5,7,13,2,0,22,37,2
5,7,18,5,1,20,44,2
5,7,18,4,0,18,40,2
6,1,11,3,0,26,40,2
6,1,13,1,0,24,38,2
6,1,19,5,1,15,40,2
6,1,11,3,1,28,43,2
6,1,11,1,1,40,53,2
6,1,18,4,1,28,51,2
6,1,15,2,1,16,34,2
6,1,20,0,0,27,47,2
6,1,14,5,0,17,36,2
6,1,11,3,1,10,25,1
6,1,18,5,0,22,45,2
6,1,12,4,0,16,32,2
6,1,10,2,0,24,36,2
6,1,20,0,1,36,57,2
6,1,20,1,0,29,50,2
6,1,16,4,0,24,44,2
6,1,18,3,0,22,43,2
6,1,88,11,10,3,112,2
6,1,114,5,9,7,135,2
6,1,103,3,9,17,132,2
6,1,81,16,7,14,118,2
